,Fecha,Operador,Ruta Detallada,Tipo aeronave_accidente,Pasajeros,Tripulacion,Pasajeros_Fallecidos,Tripulantes_Fallecidos,Muertos_en_tierra,resumen
3432,1987-05-08,American Eagle,"San Juan, PR - Mayaguez, PR",CASA 212 Aviocar 200,4,2,0,2,0,Improper maintenance in setting propeller flight idle blade angle and engine fuel flow resulting in a loss of control from an asymmetric power condition. A factor contributing to the accident was the pilot's unstabilized visual approach.
3433,1987-05-09,LOT Polish Airlines,Warsaw - New York City,Ilyushin IL-62M,172,11,172,11,0,"The No. 2 engine failed, causing an engine fire, cabin decompression, damage to the  No. 1 engine, loss of  elevator control and damage to the electrical system. A fire in the cargo hold was not detected because of damage to the fire warning system. While attempting to return to Warsaw and attempting a turn to land, the aircraft crashed into a forest, 9 miles short of the runway. The cause of the engine failure was an overheated bearing. The aircraft was named Tadeusz Kosciuszko."
3434,1987-05-11,Air Manitoba,Big Trout - Pickle Lake,Douglas C-47B,0,2,0,2,0,The cargo plane lost the left wing while in a holding pattern. The left wing failed under normal flight loads as a result of a fatigue crack in the center section lower wing skin. Anomalies in the radiographs taken during mandatory non-destructive testing inspections were not correctly interpreted.
3435,1987-05-20,YPFB Transportes Aereos,Camiri - Santa Cruz,de Havilland Canada DHC-6 Twin Otter 300,13,3,11,3,0,Crashed into high terrain in poor weather.
3436,1987-05-23,Merpati Nusantara Airlines,Sin dato,de Havilland Canada DHC-6 Twin Otter 300,6,2,6,2,0,Crashed into a ditch while attempting to land at Ruteng.
3437,1987-05-25,Missionary Aviation Fellowship,Sin dato,de Havilland Canada DHC-6 Twin Otter 100,29,1,6,1,0,Crashed into a ravine while attempting to land.
3438,1987-06-11,Bakhtar Afghan Airlines,Khost-Kaboul,Antonov AN-26,48,5,48,5,0,Shot down by rebel forces with a surface-to-air missile.
3439,1987-06-18,Military - Peruvian Air Force,Lima - Saposa,Antonov AN-26,40,6,40,6,0,Crashed into a gorge near the Jerache River  while en route on a domestic flight in adverse weather conditions.
3440,1987-06-19,Aeroflot,Odessa - 	Berdyansk,Yakovlev YAK-40,24,5,6,2,0,"The aircraft landed at a high rate of speed and a go-around was initiated but then aborted. The aircraft overran the runway, crashed into trees and caught fire."
3441,1987-06-21,Burma Airways,Heho - Mong Hsat,Fokker F-27 Friendship 200,41,4,41,4,0,"Crashed into mountains at 8,200 ft. 20 minutes after leaving Heho."
3442,1987-06-26,Philippine Air Lines,Manila - Baguio,Hawker Siddeley HS-748-209 Srs. 2,46,4,46,4,0,The aircraft crashed into Mt. Ugu in monsoon rains and heavy fog while preparing to land at Baguio.
3443,1987-07-01,Military - U.S. Air Force,Sin dato,Lockheed C-130E Hercules,0,6,0,4,1,"The aircraft was doing a drop and pulled up too late. The airplane skidded 1,000 yards down a dirt runway and struck a military vehicle, killing an Army soldier. The plane then impacted trees and broke up."
3444,1987-07-24,Air Afrique,Brazzaville - Paris,McDonnell Douglas DC-10-30,0,0,0,0,0,"Hijacked while en route from Rome, Italy to Paris, France. The hijacker killed one male passenger when the plane landed at Cointrin Airport in Switzerland to refuel, after which the plane was stormed by security personnel."
3445,1987-07-30,Belize Air International Ltd.,Mexico City - Miami,Boeing B-377 Stratofreighter,10,2,4,1,44,The cargo plane crashed on a roadway into a restaurant after taking off  in adverse weather conditions. Overloaded. Cargo shifted on takeoff.
3446,1987-08-04,LAN,Santiago - Calama,Boeing B-737-2A1,30,3,2,0,0,"The landing gear failed after the aircraft touched down 520 meters short of the runway, broke in two and caught fire."
3447,1987-08-16,Northwest Airlines,"Detroit, MI - Phoenix, AZ",McDonnell Douglas MD-82,149,6,148,6,2,"The aircraft stalled and crashed during takeoff from Detroit Metropolitan Wayne County Airport. After liftoff, the wings of the airplane rolled to the left and right  and then the aircraft collided with obsticales northeast of the runway when the left wing struck light poles and the roof of a rental car agency. A 4-year-old girl, Cecilia Cichan, was the only survivor. Slats and flaps not extended. Crew's failure to use taxi checklist to ensure flaps and slats were extended. Lack of electrical power to the aircraft takeoff warning system. The unit may have been turned off by pilot due to nuisance alarms.Cecelia is now married and earned a Psychology degree from the University of Alabama. Although she has made no public statements or attended annual memorial services regarding the tragic crash, she corresponds with some of the crash victims’ loved ones."
3448,1987-08-31,Thai Airways,Hat Yai - Phuket,Boeing B-737-2P5,74,9,74,9,0,The aircraft stalled and crashed into the ocean after the crew's attention was diverted to concern over another aircraft. Failure of the crew to monitor their airspeed. The pilot added power and raised the gear after the stick shaker activated but did not execute a recovery before hitting the sea.
3449,1987-09-08,Military - Brazilian Air Force,Sin dato,Hawker Siddeley HS-125-403B,7,2,7,2,0,Crashed during takeoff.
3450,1987-09-13,Aeroflot,Kaboul-Kunduz,Antonov AN-26,13,2,13,2,0,Shot down by Afghan rebels on approach.
3451,1987-09-21,EgyptAir,Training,Airbus A.300B4-203,0,5,0,5,0,"The plane landed too far down the runway, overran the runway, struck runway lights went through a fence and broke up."
3452,1987-10-11,Aeroejecutivos Colombia,Sin dato,de Havilland Canada DHC-6 Twin Otter 310,7,2,0,2,0,The aircraft crashed while attempting to make an emergency landing.
3453,1987-10-11,Burma Airways,Rangoon - Nyaung-U,Fokker F-27 Friendship 500,45,4,45,4,0,"The aircraft crashed into a ridge at 1, 500 ft. in heavy rain while attempting to land at Nyaung-U Airport ."
3454,1987-10-15,Aero Transporti Italiani,Milan - Koln,Aerospatiale Alenia ATR-42-312,34,3,34,3,0,"Shortly after taking off from Milan and passing through FL147, the aircraft nosed down and crashed into a mountain, in icing conditions. Icing of the wings."
3455,1987-10-19,MAP,Sin dato,Antonov An-12B,2,7,2,7,0,The plane overran the runway while attempting to take off crashed into a building and was destroyed.
3456,1987-10-20,Military - U.S. Air Force,"Pittsburg, PA - Nellis AFB",A-7D Corsair,0,11,0,10,10,"The military plane attempted to make an emergency landing at Indianapolis International Airport after having a flameout 30 miles east of Indianapolis. The controller apparently gave bad directions which led to the pilot attempting to circle the airport. He couldn't make a landing and ejected at 500 ft,. The Corsair hit the top of a Bank One building about one mile from the runway, went airborne again for 250 ft.' and hit the front of a 7-story Airport Ramada Inn. The engine and cockpit went into the lobby, the wings into the next floor above. Twenty thousand pounds of fuel ignited killing nine people in the hotel's lobby (a 10th died later). The pilot survived."
3457,1987-11-06,Air Malawi,Blantyre - Lilongwe,Shorts SC-7 Skyvan 3-100,8,2,8,2,0,Shot down by rebels.
3458,1987-11-15,Continental Airlines,"Denver, CO - Boise, ID",McDonnell Douglas DC-9-14,77,5,25,3,0,"Crashed while taking off in a snowstorm. Failure to obtain taxi clearance, confused the ground controller when the plane reached the runway. The plane was not cleared to take off until 27 minutes after de-icing. During takeoff, the first officer overrotated and with the icing, the plane stalled, crashed, and overturned. Both captain and first officer were inexperienced in their respective jobs."
3459,1987-11-23,Ryan Air Services,Kodiak - Homer,Beechcraft 1900C,19,2,16,2,0,The aircraft crash landed 200 yards short of the runway while attempting to land at Homer Airport. Failure of the crew to supervise the loading of the aircraft which resulted in a shift of the center of gravity which caused the plane to lose control when the flaps were lowered for landing.
3460,1987-11-28,South African Airways,"Taipei, Taiwan -  Mauritius - Johannesburg, South Africa",Boeing B-747-244B Combi,140,19,140,19,0,"While over the Indian Ocean the crew contacted Mauritius approach control and reporting fire and smoke aboard. Three minutes after the last transmission the plane the plunged into the ocean 150 miles northeast of Mauritius. The fire caused incapacitation and disorientation of the crew, in-flight break-up and loss of control of the aircraft.  The fire originated in a front pallet on the right side in the upper deck cargo hold. The fire of unknown origin possibly (1) incapacitated the crew; (2) caused disorientation of the crew due to thick smoke; (3) caused crew distraction; (4) weakened the aircraft structure, causing an in-flight break-up; (5) burned through control cables or ; (6) caused loss of control due to deformation of the aircraft fuselage. It has been rumored that an unstable substance, not listed on the manifest, was illigally being shipped and started the fire though this has never been proven."
3461,1987-11-29,Korean Airlines,Abu Dhabi - Bangkok,Boeing B-707-3B5C,104,11,104,11,0,"The plane crashed while on a flight from Abu Dhabi to Bangkok. Detonation of an explosive device in the passenger cabin left by two passengers who exited  the plane at Abu Dhabi. A 75 year old man and Korean woman were arrested as they tried to use fake passports to fly to Rome. While under guard, the man bit into a cyanide capsule and died. The woman, a North Korean agent, confessed to the crime."
3462,1987-12-03,Cooper Skybird Air Charters,Goma-Nairobi,Cessna 404 Titan,13,1,13,1,0,"The aircraft crashed  into a top of a tree 10 km from the airport, about 18 minutes after taking off,"
3463,1987-12-07,Pacific Southwest Airlines,Los Angeles - San Fransisco,British Aerospace BAe-146-200A,38,5,38,5,0,"A fired USAir employee, David Burke, after leaving a goodbye message to friends, shot both pilots with a .44 Magnum pistol. While the aircraft was cruising at 22,000 feet over the central California coast, the cockpit crew heard two shots in the passenger cabin and radioed a frantic message to air traffic controllers: ""There’s gunfire aboard."" Moments later, the plane entered a high-speed nosedive and smashed onto the ground at 700 mph at 5,000 g's . Investigators sifting through the wreckage were able to retrieve the plane’s cockpit voice recorder, which subsequently revealed the sounds of a commotion in the cockpit, three more shots, the groan of the pilot or co-pilot, and then a final shot."
3464,1987-12-08,Peruvian Naval Aviation,Pucallpa - Lima,Fokker F-27 Friendship 400M,37,6,37,5,0,The plane was observed during a fly-by to check that the landing gear was down. After attempting another approach the aircraft crashed into the sea. All members of the Alianza Lima soccer team killed. The pilots' lack of experience flying at night and misreading the manual for procedures in emergency situations.
3465,1987-12-13,Philippine Air Lines,Cebu - Iligan,Shorts 360-300,11,4,11,4,0,"Crashed into Mt. Munay at 5,000 ft. while approaching Maria Cristina for landing."
3466,1987-12-14,Military - Brazilian Air Force,Recife - Fernando de Noronha,Lockheed C-130H,23,6,23,6,0,Crashed into the Atlantic Ocean while en route for reasons unknown.
3467,1987-12-21,Air Littoral,Brussels - Bordeaux,Embraer 120 Brasilia,13,3,13,3,0,Crashed short of the runway and struck trees in fog after being diverted due to the weather.
3468,1987-12-21,Air Taxi - Petroleum Helicopters Inc.,Sin dato,Aerospatiale SA-330J,13,2,13,2,0,The helicopter crashed while attempting to land on an oil rig. Improper planned approach. Clearance not maintained.
3469,1987-12-30,Merpati Nasantara Airlines,Samarinda - Berau,de Havilland Canada DHC-6 Twin Otter 300,14,3,14,3,0,"Disappeared between Samarinda and Berau, Indonesia."
3470,1988-01-02,Condor Flugdienst,Stuttgart - Izmir,Boeing B-737-230A,11,5,11,5,0,The aircraft was off the ILS sidebeam and crashed into a hill on approach in poor weather. The crew used the wrong VOR and ILS. Pilot overconfidence and co-pilot inactivity during the approach.
3471,1988-01-18,ETA - Empresa Transportes Aéreos,Sin dato,Curtiss C-46A-55,6,3,6,3,0,Struck Mt. Colorado in poor weather.
3472,1988-01-18,Aeroflot,Moscow - Krosnovodsk,Tupolev TU 154B-2,137,6,11,0,0,Broke in two after a heavy landing. Crew error. Co-pilot was flying the plane against requirements that the pilot fly the plane.
